,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_knn__n_neighbors,param_knn__p,param_knn__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
60,0.23842391967773438,0.04699349767135231,220.4411229610443,4.453990988909542,3,2.1,uniform,"{'knn__n_neighbors': 3, 'knn__p': 2.1, 'knn__weights': 'uniform'}",0.5577557755775577,0.5335892514395394,0.5514950166112956,0.5910652920962199,0.5215759849906192,0.5510962641430464,0.02374857329035525,130
61,0.32322845458984373,0.039561954582446664,216.80605998039246,0.5596210391387141,3,2.1,distance,"{'knn__n_neighbors': 3, 'knn__p': 2.1, 'knn__weights': 'distance'}",0.5577557755775577,0.5335892514395394,0.5514950166112956,0.5910652920962199,0.5215759849906192,0.5510962641430464,0.02374857329035525,130
62,0.2242213726043701,0.02124447161811599,218.68268523216247,0.3883739538517388,3,2.2,uniform,"{'knn__n_neighbors': 3, 'knn__p': 2.2, 'knn__weights': 'uniform'}",0.5645933014354066,0.5630712979890311,0.5632911392405063,0.6085526315789473,0.5367647058823529,0.5672546152252489,0.023132023701167317,106
63,0.22587184906005858,0.036559412508083936,219.3885769367218,0.5731185777485801,3,2.2,distance,"{'knn__n_neighbors': 3, 'knn__p': 2.2, 'knn__weights': 'distance'}",0.5645933014354066,0.5630712979890311,0.5632911392405063,0.6085526315789473,0.5367647058823529,0.5672546152252489,0.023132023701167317,106
64,0.216959810256958,0.017428589700827998,219.66283135414125,0.4697338772587247,3,2.3,uniform,"{'knn__n_neighbors': 3, 'knn__p': 2.3, 'knn__weights': 'uniform'}",0.581039755351682,0.5845070422535211,0.5562310030395137,0.6287519747235387,0.5431654676258992,0.578739048598831,0.029366469178492227,95
65,0.23441452980041505,0.03193565895717543,217.0843761920929,1.4464962277715825,3,2.3,distance,"{'knn__n_neighbors': 3, 'knn__p': 2.3, 'knn__weights': 'distance'}",0.581039755351682,0.5845070422535211,0.5562310030395137,0.6287519747235387,0.5431654676258992,0.578739048598831,0.029366469178492227,95
66,0.24054355621337892,0.01583570581232057,218.38888754844666,0.4097786115835423,3,3.0,uniform,"{'knn__n_neighbors': 3, 'knn__p': 3.0, 'knn__weights': 'uniform'}",0.6484641638225256,0.6740638002773925,0.6318131256952169,0.6806930693069307,0.6335766423357664,0.6537221602875665,0.020271686994169827,57
67,0.230452823638916,0.02473193357436372,218.01630930900575,0.672354411609416,3,3.0,distance,"{'knn__n_neighbors': 3, 'knn__p': 3.0, 'knn__weights': 'distance'}",0.6484641638225256,0.6740638002773925,0.6318131256952169,0.6806930693069307,0.6335766423357664,0.6537221602875665,0.020271686994169827,57
68,0.2387326717376709,0.014452457403278447,218.9044415473938,1.0212279715781756,3,4.0,uniform,"{'knn__n_neighbors': 3, 'knn__p': 4.0, 'knn__weights': 'uniform'}",0.6184971098265896,0.6916565900846433,0.5912408759124088,0.6373850868232891,0.6596858638743456,0.6396931053042553,0.03435732775522961,61
69,0.23866825103759765,0.017566339668232706,220.03444414138795,0.3335606323523271,3,4.0,distance,"{'knn__n_neighbors': 3, 'knn__p': 4.0, 'knn__weights': 'distance'}",0.6184971098265896,0.6916565900846433,0.5912408759124088,0.6373850868232891,0.6596858638743456,0.6396931053042553,0.03435732775522961,61
70,0.22254295349121095,0.008113534306078153,218.5429922580719,0.36913856523439176,3,10.0,uniform,"{'knn__n_neighbors': 3, 'knn__p': 10.0, 'knn__weights': 'uniform'}",0.6666666666666666,0.6812585499316005,0.6467065868263473,0.6914600550964187,0.6526867627785059,0.6677557242599078,0.016825857688648,55
71,0.22477989196777343,0.019776713193009058,223.55168385505675,5.613291164046155,3,10.0,distance,"{'knn__n_neighbors': 3, 'knn__p': 10.0, 'knn__weights': 'distance'}",0.6666666666666666,0.6812585499316005,0.6467065868263473,0.6914600550964187,0.6526867627785059,0.6677557242599078,0.016825857688648,55
72,0.2198803424835205,0.02933200459508844,228.93472170829773,0.5007124368104782,5,0.1,uniform,"{'knn__n_neighbors': 5, 'knn__p': 0.1, 'knn__weights': 'uniform'}",0.039886039886039885,0.017391304347826087,0.0058309037900874635,0.017341040462427744,0.017341040462427744,0.019558065789761787,0.011101232050314026,377
73,0.3007479667663574,0.08557919609331054,498.9775981426239,135.27835597947805,5,0.1,distance,"{'knn__n_neighbors': 5, 'knn__p': 0.1, 'knn__weights': 'distance'}",0.039886039886039885,0.017391304347826087,0.0058309037900874635,0.017341040462427744,0.017341040462427744,0.019558065789761787,0.011101232050314026,377
74,0.241989803314209,0.020378785078868655,489.08637804985045,147.95683326389693,5,0.5,uniform,"{'knn__n_neighbors': 5, 'knn__p': 0.5, 'knn__weights': 'uniform'}",0.26433915211970077,0.24615384615384617,0.23711340206185566,0.3309002433090024,0.25380710659898476,0.2664627500486779,0.03343860440157508,357
75,0.25205388069152834,0.10230883490596449,193.40030488967895,0.8856293031080417,5,0.5,distance,"{'knn__n_neighbors': 5, 'knn__p': 0.5, 'knn__weights': 'distance'}",0.26433915211970077,0.24615384615384617,0.23711340206185566,0.3309002433090024,0.25380710659898476,0.2664627500486779,0.03343860440157508,357
76,0.19956188201904296,0.029724008496981695,201.56640949249268,4.806446035290981,5,0.9,uniform,"{'knn__n_neighbors': 5, 'knn__p': 0.9, 'knn__weights': 'uniform'}",0.37089201877934275,0.3194103194103194,0.31862745098039214,0.41570438799076215,0.3532219570405728,0.35557122684027787,0.03613501516569638,322
77,0.2298717498779297,0.018612439599412275,204.56705226898194,0.3595992733191127,5,0.9,distance,"{'knn__n_neighbors': 5, 'knn__p': 0.9, 'knn__weights': 'distance'}",0.37089201877934275,0.3194103194103194,0.31862745098039214,0.41570438799076215,0.3532219570405728,0.35557122684027787,0.03613501516569638,322
78,0.21538305282592773,0.015667293609272794,18.06429991722107,0.1257205997819576,5,1.0,uniform,"{'knn__n_neighbors': 5, 'knn__p': 1.0, 'knn__weights': 'uniform'}",0.4145785876993166,0.34782608695652173,0.3501199040767386,0.43636363636363634,0.3515439429928741,0.3800864316178175,0.03771002220257678,297
79,0.22753396034240722,0.027191166931179612,18.225482606887816,0.15902651524769823,5,1.0,distance,"{'knn__n_neighbors': 5, 'knn__p': 1.0, 'knn__weights': 'distance'}",0.4145785876993166,0.34782608695652173,0.3501199040767386,0.43636363636363634,0.3515439429928741,0.3800864316178175,0.03771002220257678,297
80,0.2292405605316162,0.03924342591166965,208.60383377075195,0.36036086399119244,5,1.1,uniform,"{'knn__n_neighbors': 5, 'knn__p': 1.1, 'knn__weights': 'uniform'}",0.43400447427293065,0.3744075829383886,0.37264150943396224,0.4434389140271493,0.3546099290780142,0.395820481950089,0.03583188251320086,284
81,0.19190578460693358,0.028562747209265348,209.14073762893676,0.3368646609771638,5,1.1,distance,"{'knn__n_neighbors': 5, 'knn__p': 1.1, 'knn__weights': 'distance'}",0.43400447427293065,0.3744075829383886,0.37264150943396224,0.4434389140271493,0.3546099290780142,0.395820481950089,0.03583188251320086,284
82,0.18036975860595703,0.01681978531429768,209.21495356559754,0.2754308593167981,5,1.2,uniform,"{'knn__n_neighbors': 5, 'knn__p': 1.2, 'knn__weights': 'uniform'}",0.4260089686098655,0.3696682464454976,0.38799076212471134,0.4484304932735426,0.38799076212471134,0.40401784651566564,0.028808757474531918,277
83,0.1910160541534424,0.019631548057253485,210.64282727241516,0.717041810669178,5,1.2,distance,"{'knn__n_neighbors': 5, 'knn__p': 1.2, 'knn__weights': 'distance'}",0.4260089686098655,0.3696682464454976,0.38799076212471134,0.4484304932735426,0.38799076212471134,0.40401784651566564,0.028808757474531918,277
84,0.21303372383117675,0.021017237402755847,211.14864106178283,0.6078369828659161,5,1.4,uniform,"{'knn__n_neighbors': 5, 'knn__p': 1.4, 'knn__weights': 'uniform'}",0.43722943722943725,0.41013824884792627,0.44396551724137934,0.46153846153846156,0.3926940639269406,0.4291131457568291,0.02459375718981384,245
